LOCATION,INDICATOR,SUBJECT,MEASURE,FREQUENCY,TIME,Value,Flag Codes
NOR,BOP,TOT,PC_GDP,A,1993,2.905254,
NOR,BOP,TOT,PC_GDP,A,1994,2.986031,
NOR,BOP,TOT,PC_GDP,A,1995,3.541168,
NOR,BOP,TOT,PC_GDP,A,1996,6.7349,
NOR,BOP,TOT,PC_GDP,A,1997,6.180428,
NOR,BOP,TOT,PC_GDP,A,1998,-0.2966031,
NOR,BOP,TOT,PC_GDP,A,1999,5.46746,
NOR,BOP,TOT,PC_GDP,A,2000,14.74736,
NOR,BOP,TOT,PC_GDP,A,2001,15.85836,
NOR,BOP,TOT,PC_GDP,A,2002,12.33353,
NOR,BOP,TOT,PC_GDP,A,2003,12.02544,
NOR,BOP,TOT,PC_GDP,A,2004,12.37163,
NOR,BOP,TOT,PC_GDP,A,2005,16.47167,
NOR,BOP,TOT,PC_GDP,A,2006,16.37568,
NOR,BOP,TOT,PC_GDP,A,2007,12.47047,
NOR,BOP,TOT,PC_GDP,A,2008,15.79778,
NOR,BOP,TOT,PC_GDP,A,2009,10.92027,
NOR,BOP,TOT,PC_GDP,A,2010,10.8788,
NOR,BOP,TOT,PC_GDP,A,2011,12.55372,
NOR,BOP,TOT,PC_GDP,A,2012,12.60782,
NOR,BOP,TOT,PC_GDP,A,2013,10.26369,
NOR,BOP,TOT,PC_GDP,A,2014,11.0816,
NOR,BOP,TOT,PC_GDP,A,2015,8.001609,
NOR,BOP,TOT,PC_GDP,A,2016,4.010672,
NOR,BOP,TOT,PC_GDP,A,2017,5.427069,
NOR,BOP,TOT,PC_GDP,A,2018,7.92158,
NOR,BOP,TOT,PC_GDP,A,2019,2.756772,
NOR,BOP,TOT,PC_GDP,A,2020,1.094248,
NOR,BOP,TOT,PC_GDP,A,2021,13.60436,
NOR,BOP,TOT,PC_GDP,A,2022,30.39963,
POL,BOP,TOT,MLN_USD,A,2004,-15298.06,
POL,BOP,TOT,MLN_USD,A,2005,-9208.185,
POL,BOP,TOT,MLN_USD,A,2006,-15591.08,
POL,BOP,TOT,MLN_USD,A,2007,-28023.74,
POL,BOP,TOT,MLN_USD,A,2008,-35428.98,
POL,BOP,TOT,MLN_USD,A,2009,-16650.05,
POL,BOP,TOT,MLN_USD,A,2010,-24621.99,
POL,BOP,TOT,MLN_USD,A,2011,-26752.51,
POL,BOP,TOT,MLN_USD,A,2012,-20097.06,
POL,BOP,TOT,MLN_USD,A,2013,-9393.713,
POL,BOP,TOT,MLN_USD,A,2014,-15778.3,
POL,BOP,TOT,MLN_USD,A,2015,-5237.401,
POL,BOP,TOT,MLN_USD,A,2016,-5249.734,
POL,BOP,TOT,MLN_USD,A,2017,-6153.506,
POL,BOP,TOT,MLN_USD,A,2018,-11413.46,
POL,BOP,TOT,MLN_USD,A,2019,-1885.14,
POL,BOP,TOT,MLN_USD,A,2020,14558.78,
POL,BOP,TOT,MLN_USD,A,2021,-8619.316,
POL,BOP,TOT,MLN_USD,A,2022,-16601.33,
POL,BOP,TOT,PC_GDP,A,2004,-6.009364,
POL,BOP,TOT,PC_GDP,A,2005,-3.002021,
POL,BOP,TOT,PC_GDP,A,2006,-4.517426,
POL,BOP,TOT,PC_GDP,A,2007,-6.534466,
POL,BOP,TOT,PC_GDP,A,2008,-6.641183,
POL,BOP,TOT,PC_GDP,A,2009,-3.784071,
POL,BOP,TOT,PC_GDP,A,2010,-5.177413,
POL,BOP,TOT,PC_GDP,A,2011,-5.109767,
POL,BOP,TOT,PC_GDP,A,2012,-4.058727,
POL,BOP,TOT,PC_GDP,A,2013,-1.829117,
POL,BOP,TOT,PC_GDP,A,2014,-2.934988,
POL,BOP,TOT,PC_GDP,A,2015,-1.114283,
POL,BOP,TOT,PC_GDP,A,2016,-1.11951,
POL,BOP,TOT,PC_GDP,A,2017,-1.17431,
POL,BOP,TOT,PC_GDP,A,2018,-1.944266,
POL,BOP,TOT,PC_GDP,A,2019,-0.3353001,
POL,BOP,TOT,PC_GDP,A,2020,2.43761,
POL,BOP,TOT,PC_GDP,A,2021,-1.214712,
POL,BOP,TOT,PC_GDP,A,2022,-2.462512,
PRT,BOP,TOT,MLN_USD,A,1996,-5611.208,
PRT,BOP,TOT,MLN_USD,A,1997,-7220.963,
PRT,BOP,TOT,MLN_USD,A,1998,-9375.3,B
PRT,BOP,TOT,MLN_USD,A,1999,-11391.44,
PRT,BOP,TOT,MLN_USD,A,2000,-12798.91,
PRT,BOP,TOT,MLN_USD,A,2001,-12649.85,
PRT,BOP,TOT,MLN_USD,A,2002,-11353.53,
PRT,BOP,TOT,MLN_USD,A,2003,-11098.28,
PRT,BOP,TOT,MLN_USD,A,2004,-15056.66,
PRT,BOP,TOT,MLN_USD,A,2005,-19197.99,
PRT,BOP,TOT,MLN_USD,A,2006,-21140.68,
PRT,BOP,TOT,MLN_USD,A,2007,-23107.51,
PRT,BOP,TOT,MLN_USD,A,2008,-30715.64,
PRT,BOP,TOT,MLN_USD,A,2009,-25452.51,
PRT,BOP,TOT,MLN_USD,A,2010,-24371.21,
PRT,BOP,TOT,MLN_USD,A,2011,-14457.65,
PRT,BOP,TOT,MLN_USD,A,2012,-3684.76,
PRT,BOP,TOT,MLN_USD,A,2013,3472.342,
PRT,BOP,TOT,MLN_USD,A,2014,443.3771,
PRT,BOP,TOT,MLN_USD,A,2015,628.9383,
PRT,BOP,TOT,MLN_USD,A,2016,2286.152,
PRT,BOP,TOT,MLN_USD,A,2017,3111.07,
PRT,BOP,TOT,MLN_USD,A,2018,2041.774,
PRT,BOP,TOT,MLN_USD,A,2019,1232.804,
PRT,BOP,TOT,MLN_USD,A,2020,-1861.333,
PRT,BOP,TOT,MLN_USD,A,2021,-2142.735,
PRT,BOP,TOT,MLN_USD,A,2022,-3322.327,
PRT,BOP,TOT,PC_GDP,A,1996,-4.567229,
PRT,BOP,TOT,PC_GDP,A,1997,-6.157743,
PRT,BOP,TOT,PC_GDP,A,1998,-7.5599,
PRT,BOP,TOT,PC_GDP,A,1999,-8.924187,
PRT,BOP,TOT,PC_GDP,A,2000,-10.82474,
PRT,BOP,TOT,PC_GDP,A,2001,-10.41205,
PRT,BOP,TOT,PC_GDP,A,2002,-8.453967,
PRT,BOP,TOT,PC_GDP,A,2003,-6.717698,
PRT,BOP,TOT,PC_GDP,A,2004,-7.951531,
PRT,BOP,TOT,PC_GDP,A,2005,-9.741547,
PRT,BOP,TOT,PC_GDP,A,2006,-10.14168,
PRT,BOP,TOT,PC_GDP,A,2007,-9.604211,
PRT,BOP,TOT,PC_GDP,A,2008,-11.72962,
PRT,BOP,TOT,PC_GDP,A,2009,-10.44355,
PRT,BOP,TOT,PC_GDP,A,2010,-10.24772,
PRT,BOP,TOT,PC_GDP,A,2011,-5.883593,
PRT,BOP,TOT,PC_GDP,A,2012,-1.68918,
PRT,BOP,TOT,PC_GDP,A,2013,1.533571,
PRT,BOP,TOT,PC_GDP,A,2014,0.1945903,
PRT,BOP,TOT,PC_GDP,A,2015,0.3142432,
PRT,BOP,TOT,PC_GDP,A,2016,1.105737,
PRT,BOP,TOT,PC_GDP,A,2017,1.406117,
PRT,BOP,TOT,PC_GDP,A,2018,0.8488622,
PRT,BOP,TOT,PC_GDP,A,2019,0.509465,
PRT,BOP,TOT,PC_GDP,A,2020,-0.8517421,
PRT,BOP,TOT,PC_GDP,A,2021,-0.8128248,
PRT,BOP,TOT,PC_GDP,A,2022,-1.320844,P
SVK,BOP,TOT,MLN_USD,A,2004,-3198.948,
SVK,BOP,TOT,MLN_USD,A,2005,-3900.342,
SVK,BOP,TOT,MLN_USD,A,2006,-4277.822,
SVK,BOP,TOT,MLN_USD,A,2007,-3735.241,
SVK,BOP,TOT,MLN_USD,A,2008,-6069.256,
SVK,BOP,TOT,MLN_USD,A,2009,-3508.954,
SVK,BOP,TOT,MLN_USD,A,2010,-4219.076,
SVK,BOP,TOT,MLN_USD,A,2011,-4623.451,
SVK,BOP,TOT,MLN_USD,A,2012,857.9343,
SVK,BOP,TOT,MLN_USD,A,2013,1668.053,
SVK,BOP,TOT,MLN_USD,A,2014,1084.904,
SVK,BOP,TOT,MLN_USD,A,2015,-1694.693,
SVK,BOP,TOT,MLN_USD,A,2016,-2377.805,
SVK,BOP,TOT,MLN_USD,A,2017,-1919.295,
SVK,BOP,TOT,MLN_USD,A,2018,-2425.968,
SVK,BOP,TOT,MLN_USD,A,2019,-3396.636,
SVK,BOP,TOT,MLN_USD,A,2020,322.184,
SVK,BOP,TOT,MLN_USD,A,2021,-4936.003,
SVK,BOP,TOT,MLN_USD,A,2022,-8390.89,
SVK,BOP,TOT,PC_GDP,A,2004,-7.409162,
SVK,BOP,TOT,PC_GDP,A,2005,-7.932813,
SVK,BOP,TOT,PC_GDP,A,2006,-7.520566,
SVK,BOP,TOT,PC_GDP,A,2007,-4.832635,
SVK,BOP,TOT,PC_GDP,A,2008,-6.284709,
SVK,BOP,TOT,PC_GDP,A,2009,-3.989016,
SVK,BOP,TOT,PC_GDP,A,2010,-4.631299,
SVK,BOP,TOT,PC_GDP,A,2011,-4.64361,
SVK,BOP,TOT,PC_GDP,A,2012,0.9014784,
SVK,BOP,TOT,PC_GDP,A,2013,1.690988,
SVK,BOP,TOT,PC_GDP,A,2014,1.072115,
SVK,BOP,TOT,PC_GDP,A,2015,-1.913518,
SVK,BOP,TOT,PC_GDP,A,2016,-2.644991,
SVK,BOP,TOT,PC_GDP,A,2017,-2.01745,
SVK,BOP,TOT,PC_GDP,A,2018,-2.276048,
SVK,BOP,TOT,PC_GDP,A,2019,-3.212643,
SVK,BOP,TOT,PC_GDP,A,2020,0.2474029,
SVK,BOP,TOT,PC_GDP,A,2021,-4.104086,
SVK,BOP,TOT,PC_GDP,A,2022,-7.250416,
ESP,BOP,TOT,MLN_USD,A,1993,-10783.99,
ESP,BOP,TOT,MLN_USD,A,1994,-11552.33,
ESP,BOP,TOT,MLN_USD,A,1995,-9135.92,
ESP,BOP,TOT,MLN_USD,A,1996,-6415.831,
ESP,BOP,TOT,MLN_USD,A,1997,-5029.574,
ESP,BOP,TOT,MLN_USD,A,1998,-10685.96,B
ESP,BOP,TOT,MLN_USD,A,1999,-20692.94,
ESP,BOP,TOT,MLN_USD,A,2000,-25883.49,
ESP,BOP,TOT,MLN_USD,A,2001,-27513.57,
ESP,BOP,TOT,MLN_USD,A,2002,-26301.2,
ESP,BOP,TOT,MLN_USD,A,2003,-35895.95,
ESP,BOP,TOT,MLN_USD,A,2004,-59116.93,
ESP,BOP,TOT,MLN_USD,A,2005,-83067.63,
ESP,BOP,TOT,MLN_USD,A,2006,-110300.3,
ESP,BOP,TOT,MLN_USD,A,2007,-138654,
ESP,BOP,TOT,MLN_USD,A,2008,-143133.2,
ESP,BOP,TOT,MLN_USD,A,2009,-60938.88,
ESP,BOP,TOT,MLN_USD,A,2010,-51865.81,
ESP,BOP,TOT,MLN_USD,A,2011,-40702.71,
ESP,BOP,TOT,MLN_USD,A,2012,1202.835,
ESP,BOP,TOT,MLN_USD,A,2013,26591.08,
ESP,BOP,TOT,MLN_USD,A,2014,23398.84,
ESP,BOP,TOT,MLN_USD,A,2015,25300.3,
ESP,BOP,TOT,MLN_USD,A,2016,40091.74,
ESP,BOP,TOT,MLN_USD,A,2017,36716.83,
ESP,BOP,TOT,MLN_USD,A,2018,27539.83,
ESP,BOP,TOT,MLN_USD,A,2019,30652.87,
ESP,BOP,TOT,MLN_USD,A,2020,12050.42,
ESP,BOP,TOT,MLN_USD,A,2021,10726.14,
ESP,BOP,TOT,MLN_USD,A,2022,9406.313,
ESP,BOP,TOT,PC_GDP,A,1995,-1.490262,
ESP,BOP,TOT,PC_GDP,A,1996,-1.003201,
ESP,BOP,TOT,PC_GDP,A,1997,-0.8537568,
ESP,BOP,TOT,PC_GDP,A,1998,-1.717033,
ESP,BOP,TOT,PC_GDP,A,1999,-3.249712,
ESP,BOP,TOT,PC_GDP,A,2000,-4.333045,
ESP,BOP,TOT,PC_GDP,A,2001,-4.385386,
ESP,BOP,TOT,PC_GDP,A,2002,-3.721229,
ESP,BOP,TOT,PC_GDP,A,2003,-3.956594,
ESP,BOP,TOT,PC_GDP,A,2004,-5.527675,
ESP,BOP,TOT,PC_GDP,A,2005,-7.205715,
ESP,BOP,TOT,PC_GDP,A,2006,-8.745319,
ESP,BOP,TOT,PC_GDP,A,2007,-9.408438,
ESP,BOP,TOT,PC_GDP,A,2008,-8.819922,
ESP,BOP,TOT,PC_GDP,A,2009,-4.100686,
ESP,BOP,TOT,PC_GDP,A,2010,-3.651502,
ESP,BOP,TOT,PC_GDP,A,2011,-2.751244,
ESP,BOP,TOT,PC_GDP,A,2012,0.1059828,
ESP,BOP,TOT,PC_GDP,A,2013,1.962366,
ESP,BOP,TOT,PC_GDP,A,2014,1.703789,
ESP,BOP,TOT,PC_GDP,A,2015,2.115254,
ESP,BOP,TOT,PC_GDP,A,2016,3.251719,
ESP,BOP,TOT,PC_GDP,A,2017,2.802126,
ESP,BOP,TOT,PC_GDP,A,2018,1.940679,
ESP,BOP,TOT,PC_GDP,A,2019,2.197586,
ESP,BOP,TOT,PC_GDP,A,2020,0.8920011,
ESP,BOP,TOT,PC_GDP,A,2021,0.7413132,P
ESP,BOP,TOT,PC_GDP,A,2022,0.6590679,P
SWE,BOP,TOT,MLN_USD,A,1982,-3400.502,
SWE,BOP,TOT,MLN_USD,A,1983,-837.8367,
SWE,BOP,TOT,MLN_USD,A,1984,582.306,
SWE,BOP,TOT,MLN_USD,A,1985,-1230.118,
SWE,BOP,TOT,MLN_USD,A,1986,910.1874,
SWE,BOP,TOT,MLN_USD,A,1987,294.325,
SWE,BOP,TOT,MLN_USD,A,1988,-559.1452,
SWE,BOP,TOT,MLN_USD,A,1989,-3118.23,
SWE,BOP,TOT,MLN_USD,A,1990,-6439.596,
SWE,BOP,TOT,MLN_USD,A,1991,-5084.607,
SWE,BOP,TOT,MLN_USD,A,1992,-7550.973,
SWE,BOP,TOT,MLN_USD,A,1993,-2515.511,
SWE,BOP,TOT,MLN_USD,A,1994,2307.04,
SWE,BOP,TOT,MLN_USD,A,1995,8383.083,
SWE,BOP,TOT,MLN_USD,A,1996,9304.567,
SWE,BOP,TOT,MLN_USD,A,1997,10165.65,
SWE,BOP,TOT,MLN_USD,A,1998,9559.276,
SWE,BOP,TOT,MLN_USD,A,1999,10426.67,
SWE,BOP,TOT,MLN_USD,A,2000,10253.02,
SWE,BOP,TOT,MLN_USD,A,2001,11287.69,
SWE,BOP,TOT,MLN_USD,A,2002,11649.95,
SWE,BOP,TOT,MLN_USD,A,2003,19424.68,
SWE,BOP,TOT,MLN_USD,A,2004,22800.66,
SWE,BOP,TOT,MLN_USD,A,2005,23595.15,
SWE,BOP,TOT,MLN_USD,A,2006,34688.3,
SWE,BOP,TOT,MLN_USD,A,2007,40605.15,
SWE,BOP,TOT,MLN_USD,A,2008,40900.09,
SWE,BOP,TOT,MLN_USD,A,2009,25548.19,
SWE,BOP,TOT,MLN_USD,A,2010,29008.54,
SWE,BOP,TOT,MLN_USD,A,2011,31522.15,
SWE,BOP,TOT,MLN_USD,A,2012,30301.71,
SWE,BOP,TOT,MLN_USD,A,2013,31001.73,
SWE,BOP,TOT,MLN_USD,A,2014,25727.04,
SWE,BOP,TOT,MLN_USD,A,2015,17370.03,
SWE,BOP,TOT,MLN_USD,A,2016,12634.76,
SWE,BOP,TOT,MLN_USD,A,2017,15541.21,
SWE,BOP,TOT,MLN_USD,A,2018,15412.32,
SWE,BOP,TOT,MLN_USD,A,2019,30187.11,
SWE,BOP,TOT,MLN_USD,A,2020,31440.27,
SWE,BOP,TOT,MLN_USD,A,2021,43610.41,
SWE,BOP,TOT,MLN_USD,A,2022,28522.33,
SWE,BOP,TOT,PC_GDP,A,1993,-1.19675,
SWE,BOP,TOT,PC_GDP,A,1994,1.002492,
SWE,BOP,TOT,PC_GDP,A,1995,3.132473,
SWE,BOP,TOT,PC_GDP,A,1996,3.188968,
SWE,BOP,TOT,PC_GDP,A,1997,3.781516,
SWE,BOP,TOT,PC_GDP,A,1998,3.521772,
SWE,BOP,TOT,PC_GDP,A,1999,3.801702,
SWE,BOP,TOT,PC_GDP,A,2000,3.890665,
SWE,BOP,TOT,PC_GDP,A,2001,4.647413,
SWE,BOP,TOT,PC_GDP,A,2002,4.360821,
SWE,BOP,TOT,PC_GDP,A,2003,5.785494,
SWE,BOP,TOT,PC_GDP,A,2004,5.925469,
SWE,BOP,TOT,PC_GDP,A,2005,6.022,
SWE,BOP,TOT,PC_GDP,A,2006,8.188666,
SWE,BOP,TOT,PC_GDP,A,2007,8.249505,
SWE,BOP,TOT,PC_GDP,A,2008,7.911641,
SWE,BOP,TOT,PC_GDP,A,2009,5.849212,
SWE,BOP,TOT,PC_GDP,A,2010,5.850046,
SWE,BOP,TOT,PC_GDP,A,2011,5.490288,
SWE,BOP,TOT,PC_GDP,A,2012,5.472686,
SWE,BOP,TOT,PC_GDP,A,2013,5.279486,
SWE,BOP,TOT,PC_GDP,A,2014,4.414384,
SWE,BOP,TOT,PC_GDP,A,2015,3.439402,
SWE,BOP,TOT,PC_GDP,A,2016,2.450786,
SWE,BOP,TOT,PC_GDP,A,2017,2.868591,
SWE,BOP,TOT,PC_GDP,A,2018,2.769803,
SWE,BOP,TOT,PC_GDP,A,2019,5.6503,
SWE,BOP,TOT,PC_GDP,A,2020,5.75131,
SWE,BOP,TOT,PC_GDP,A,2021,6.838439,
SWE,BOP,TOT,PC_GDP,A,2022,4.821702,
CHE,BOP,TOT,MLN_USD,A,1985,6082.464,
CHE,BOP,TOT,MLN_USD,A,1986,5083.622,
CHE,BOP,TOT,MLN_USD,A,1987,6736.415,
CHE,BOP,TOT,MLN_USD,A,1988,9028.142,
CHE,BOP,TOT,MLN_USD,A,1989,7792.738,
CHE,BOP,TOT,MLN_USD,A,1990,7811.721,
CHE,BOP,TOT,MLN_USD,A,1991,11222.45,
CHE,BOP,TOT,MLN_USD,A,1992,13015.02,
CHE,BOP,TOT,MLN_USD,A,1993,17510.9,
CHE,BOP,TOT,MLN_USD,A,1994,16322.85,
CHE,BOP,TOT,MLN_USD,A,1995,16384.78,
CHE,BOP,TOT,MLN_USD,A,1996,17600.02,
CHE,BOP,TOT,MLN_USD,A,1997,25018.47,
CHE,BOP,TOT,MLN_USD,A,1998,23606.88,
CHE,BOP,TOT,MLN_USD,A,1999,25392.82,
CHE,BOP,TOT,MLN_USD,A,2000,29252.4,
CHE,BOP,TOT,MLN_USD,A,2001,18745.27,
CHE,BOP,TOT,MLN_USD,A,2002,21297.67,
CHE,BOP,TOT,MLN_USD,A,2003,39382.09,
CHE,BOP,TOT,MLN_USD,A,2004,49770.8,
CHE,BOP,TOT,MLN_USD,A,2005,47644.77,
CHE,BOP,TOT,MLN_USD,A,2006,56019.29,
CHE,BOP,TOT,MLN_USD,A,2007,39207.45,
CHE,BOP,TOT,MLN_USD,A,2008,5566.618,
CHE,BOP,TOT,MLN_USD,A,2009,31267,
CHE,BOP,TOT,MLN_USD,A,2010,78934.59,
CHE,BOP,TOT,MLN_USD,A,2011,45305.35,
CHE,BOP,TOT,MLN_USD,A,2012,58052.22,
CHE,BOP,TOT,MLN_USD,A,2013,69235.75,
CHE,BOP,TOT,MLN_USD,A,2014,49013.39,
CHE,BOP,TOT,MLN_USD,A,2015,60075.25,
CHE,BOP,TOT,MLN_USD,A,2016,49394.97,
CHE,BOP,TOT,MLN_USD,A,2017,34912.74,
CHE,BOP,TOT,MLN_USD,A,2018,40375.29,
CHE,BOP,TOT,MLN_USD,A,2019,28192.06,
CHE,BOP,TOT,MLN_USD,A,2020,4458.037,
CHE,BOP,TOT,MLN_USD,A,2021,73387.23,
CHE,BOP,TOT,MLN_USD,A,2022,82279.69,
CHE,BOP,TOT,PC_GDP,A,1985,5.479152,
CHE,BOP,TOT,PC_GDP,A,1986,3.20063,
CHE,BOP,TOT,PC_GDP,A,1987,3.360424,
CHE,BOP,TOT,PC_GDP,A,1988,4.196861,
CHE,BOP,TOT,PC_GDP,A,1989,3.749557,
CHE,BOP,TOT,PC_GDP,A,1990,2.935948,
CHE,BOP,TOT,PC_GDP,A,1991,4.167495,
CHE,BOP,TOT,PC_GDP,A,1992,4.651483,
CHE,BOP,TOT,PC_GDP,A,1993,6.434721,
CHE,BOP,TOT,PC_GDP,A,1994,5.41269,
CHE,BOP,TOT,PC_GDP,A,1995,4.636936,
CHE,BOP,TOT,PC_GDP,A,1996,5.175518,
CHE,BOP,TOT,PC_GDP,A,1997,8.475193,
CHE,BOP,TOT,PC_GDP,A,1998,7.7768,
CHE,BOP,TOT,PC_GDP,A,1999,8.50451,
CHE,BOP,TOT,PC_GDP,A,2000,10.45262,
CHE,BOP,TOT,PC_GDP,A,2001,6.538348,
CHE,BOP,TOT,PC_GDP,A,2002,6.870616,
CHE,BOP,TOT,PC_GDP,A,2003,10.84024,
CHE,BOP,TOT,PC_GDP,A,2004,12.33713,
CHE,BOP,TOT,PC_GDP,A,2005,11.42175,
CHE,BOP,TOT,PC_GDP,A,2006,12.66538,
CHE,BOP,TOT,PC_GDP,A,2007,7.995541,
CHE,BOP,TOT,PC_GDP,A,2008,0.9844506,
CHE,BOP,TOT,PC_GDP,A,2009,5.610235,
CHE,BOP,TOT,PC_GDP,A,2010,13.19514,
CHE,BOP,TOT,PC_GDP,A,2011,6.324028,
CHE,BOP,TOT,PC_GDP,A,2012,8.449673,
CHE,BOP,TOT,PC_GDP,A,2013,9.800741,
CHE,BOP,TOT,PC_GDP,A,2014,6.728891,
CHE,BOP,TOT,PC_GDP,A,2015,8.656499,
CHE,BOP,TOT,PC_GDP,A,2016,7.175032,
CHE,BOP,TOT,PC_GDP,A,2017,5.013466,
CHE,BOP,TOT,PC_GDP,A,2018,5.569936,
CHE,BOP,TOT,PC_GDP,A,2019,3.903872,
CHE,BOP,TOT,PC_GDP,A,2020,0.651913,
CHE,BOP,TOT,PC_GDP,A,2021,9.078612,
CHE,BOP,TOT,PC_GDP,A,2022,10.06769,
TUR,BOP,TOT,MLN_USD,A,1992,-808.0442,
TUR,BOP,TOT,MLN_USD,A,1993,-6028.127,
TUR,BOP,TOT,MLN_USD,A,1994,2753.355,
TUR,BOP,TOT,MLN_USD,A,1995,-2075.293,
TUR,BOP,TOT,MLN_USD,A,1996,-2105.065,
TUR,BOP,TOT,MLN_USD,A,1997,-2706.606,
TUR,BOP,TOT,MLN_USD,A,1998,2333.947,
TUR,BOP,TOT,MLN_USD,A,1999,-73.18579,
TUR,BOP,TOT,MLN_USD,A,2000,-9789.531,
TUR,BOP,TOT,MLN_USD,A,2001,3819.176,
TUR,BOP,TOT,MLN_USD,A,2002,-939.9244,
TUR,BOP,TOT,MLN_USD,A,2003,-8748.965,
TUR,BOP,TOT,MLN_USD,A,2004,-15323.13,
TUR,BOP,TOT,MLN_USD,A,2005,-22188.02,
TUR,BOP,TOT,MLN_USD,A,2006,-32279.59,
TUR,BOP,TOT,MLN_USD,A,2007,-37921.41,
TUR,BOP,TOT,MLN_USD,A,2008,-40411,
TUR,BOP,TOT,MLN_USD,A,2009,-12142.92,
TUR,BOP,TOT,MLN_USD,A,2010,-44914.13,
TUR,BOP,TOT,MLN_USD,A,2011,-74282.65,
TUR,BOP,TOT,MLN_USD,A,2012,-47830.75,
TUR,BOP,TOT,MLN_USD,A,2013,-54647.44,
TUR,BOP,TOT,MLN_USD,A,2014,-38146.18,
TUR,BOP,TOT,MLN_USD,A,2015,-26464.02,
TUR,BOP,TOT,MLN_USD,A,2016,-26181.4,
TUR,BOP,TOT,MLN_USD,A,2017,-41076.67,
TUR,BOP,TOT,MLN_USD,A,2018,-21840.13,
TUR,BOP,TOT,MLN_USD,A,2019,10717.96,
TUR,BOP,TOT,MLN_USD,A,2020,-30022.81,
TUR,BOP,TOT,MLN_USD,A,2021,-8310.892,
TUR,BOP,TOT,MLN_USD,A,2022,-48212.16,
TUR,BOP,TOT,PC_GDP,A,1998,0.837321,
TUR,BOP,TOT,PC_GDP,A,1999,-0.04931768,
TUR,BOP,TOT,PC_GDP,A,2000,-3.565854,
TUR,BOP,TOT,PC_GDP,A,2001,1.958747,
TUR,BOP,TOT,PC_GDP,A,2002,-0.3808934,
TUR,BOP,TOT,PC_GDP,A,2003,-2.799602,
TUR,BOP,TOT,PC_GDP,A,2004,-3.74482,
TUR,BOP,TOT,PC_GDP,A,2005,-4.362923,
TUR,BOP,TOT,PC_GDP,A,2006,-5.813849,
TUR,BOP,TOT,PC_GDP,A,2007,-5.493639,
TUR,BOP,TOT,PC_GDP,A,2008,-5.090159,
TUR,BOP,TOT,PC_GDP,A,2009,-1.768334,
TUR,BOP,TOT,PC_GDP,A,2010,-5.669807,
TUR,BOP,TOT,PC_GDP,A,2011,-8.807432,
TUR,BOP,TOT,PC_GDP,A,2012,-5.456586,
TUR,BOP,TOT,PC_GDP,A,2013,-5.70124,
TUR,BOP,TOT,PC_GDP,A,2014,-4.060557,
TUR,BOP,TOT,PC_GDP,A,2015,-3.056757,
TUR,BOP,TOT,PC_GDP,A,2016,-3.008637,
TUR,BOP,TOT,PC_GDP,A,2017,-4.710811,
TUR,BOP,TOT,PC_GDP,A,2018,-2.390401,
TUR,BOP,TOT,PC_GDP,A,2019,1.43162,
TUR,BOP,TOT,PC_GDP,A,2020,-4.26388,
TUR,BOP,TOT,PC_GDP,A,2021,-1.031656,
TUR,BOP,TOT,PC_GDP,A,2022,-5.386078,
GBR,BOP,TOT,MLN_USD,A,1957,745.8669,
GBR,BOP,TOT,MLN_USD,A,1958,1039.656,
GBR,BOP,TOT,MLN_USD,A,1959,514.0209,
GBR,BOP,TOT,MLN_USD,A,1960,-623.2971,
GBR,BOP,TOT,MLN_USD,A,1961,187.7505,
GBR,BOP,TOT,MLN_USD,A,1962,491.3648,
GBR,BOP,TOT,MLN_USD,A,1963,414.4405,
GBR,BOP,TOT,MLN_USD,A,1964,-982.9643,
GBR,BOP,TOT,MLN_USD,A,1965,-173.3654,
GBR,BOP,TOT,MLN_USD,A,1966,343.5666,
GBR,BOP,TOT,MLN_USD,A,1967,-817.0321,
GBR,BOP,TOT,MLN_USD,A,1968,-720.4944,
GBR,BOP,TOT,MLN_USD,A,1969,982.4278,
GBR,BOP,TOT,MLN_USD,A,1970,1751.446,
GBR,BOP,TOT,MLN_USD,A,1971,2499.73,
GBR,BOP,TOT,MLN_USD,A,1972,74.92686,
GBR,BOP,TOT,MLN_USD,A,1973,-3005.469,
GBR,BOP,TOT,MLN_USD,A,1974,-8146.222,
GBR,BOP,TOT,MLN_USD,A,1975,-4145.91,
GBR,BOP,TOT,MLN_USD,A,1976,-2116.119,
GBR,BOP,TOT,MLN_USD,A,1977,-910.5477,
GBR,BOP,TOT,MLN_USD,A,1978,1077.851,
GBR,BOP,TOT,MLN_USD,A,1979,-2740.978,
GBR,BOP,TOT,MLN_USD,A,1980,3263.323,
GBR,BOP,TOT,MLN_USD,A,1981,8908.096,
GBR,BOP,TOT,MLN_USD,A,1982,3111.951,
GBR,BOP,TOT,MLN_USD,A,1983,1165.524,
GBR,BOP,TOT,MLN_USD,A,1984,-2468.15,
GBR,BOP,TOT,MLN_USD,A,1985,-1494.888,
GBR,BOP,TOT,MLN_USD,A,1986,-6257.78,
GBR,BOP,TOT,MLN_USD,A,1987,-12882.11,
GBR,BOP,TOT,MLN_USD,A,1988,-35017.21,
GBR,BOP,TOT,MLN_USD,A,1989,-40980.45,
GBR,BOP,TOT,MLN_USD,A,1990,-36717.39,
GBR,BOP,TOT,MLN_USD,A,1991,-16410.47,
GBR,BOP,TOT,MLN_USD,A,1992,-19507.47,
GBR,BOP,TOT,MLN_USD,A,1993,-15264.88,
